drugname,n,category,group
PLASMONATE (ml/hr),9,,
Potassium phosphate 40mol (ml/hr),9,,
PRBCS (ml/hr),9,,
PRBS (ml/hr),9,,
Precedex  (mcg/kg/hr),9,,
RBCs (ml/hr),9,,
Rocuronium (mg/kg/min),9,,
Sodium Phos (ml/hr),9,,
Sterile Water w/150Meq NaBicarb. (ml/hr),9,,
sterile water with na birc (ml/hr),9,,
TPA - left (mcg/hr),9,,
Transexamic acid (mg/hr),9,,
D10.45NS (ml/hr),10,dextrose-10,iv-sugar
D10/.45NaCL (ml/hr),10,dextrose-10,iv-sugar
d10/0.45 (ml/hr),10,dextrose-10,iv-sugar
D20W (ml/hr),10,dextrose-20,iv-sugar
D5 0.45 NS,10,dextrose-5,iv-sugar
D5 0.45%NS,10,dextrose-5,iv-sugar
D5 1/2 + MVI (ml/hr),10,dextrose-5,iv-sugar
D5 1/2 c thiamine/folic acid (ml/hr),10,dextrose-5,iv-sugar
D5 1/2 NS,10,dextrose-5,iv-sugar
D5 1/2 NS + 150 MEQ BICARB (ml/hr),10,dextrose-5,iv-sugar
D5 1/2 NS w/20 meq of kcl (ml/hr),10,dextrose-5,iv-sugar
D5 1/2 with 10KCl (ml/hr),10,dextrose-5,iv-sugar
D5 LR KCL (ml/hr),10,dextrose-5,iv-sugar
D5 NS w/ thiamine (ml/hr),10,dextrose-5,iv-sugar
D5 NSS with additives (ml/hr),10,dextrose-5,iv-sugar
D5 w/ 150 meq sodium bicarb (ml/hr),10,dextrose-5,iv-sugar
D5. 45NaCL (ml/hr),10,dextrose-5,iv-sugar
D5/NaBicarb 150mEq (ml/hr),10,dextrose-5,iv-sugar
D5/NS0.9%  (ml/hr),10,dextrose-5,iv-sugar
D5+0.45%NS+potphos (ml/hr),10,dextrose-5,iv-sugar
D51/2NS,10,dextrose-5,iv-sugar
d5w na bicarb (ml/hr),10,dextrose-5,iv-sugar
D5W w/ 100 mEq Sodium Bicarbonate  (ml/hr),10,dextrose-5,iv-sugar
D5W w/40KCL (ml/hr),10,dextrose-5,iv-sugar
d5W/ Na Bicarb (ml/hr),10,dextrose-5,iv-sugar
d5w/abx (ml/hr),10,dextrose-5,iv-sugar
D5W+150meqSodiumBicarm (ml/hr),10,dextrose-5,iv-sugar
D5W1/2NS (ml/hr),10,dextrose-5,iv-sugar
Dopamine (Unknown),10,dopamine,adrenergic-agent
FentaNYL (Sublimaze) 2500 mcg Sodium Chloride 0.9% 500 ml  Premix (mcg/hr),10,fentanyl,opioid
Hydromorphone (),10,hydromorphone,opioid
Insulin B (units/hr),10,insulin,insulin
narcan (),10,naloxone,naloxone
"Total Parenteral Nutrition 1,200 ml (ml/hr)",10,parenteral,nutrition-parenteral
Vasopressin 40 Units Sodium Chloride 0.9% 100 ml (units/hr),10,vasopressin,antidiuretic
 0.9 NS (ml/hr),10,,
. 9 NS  (ml/hr),10,,
.45NS w/20KCl (ml/hr),10,,
"0,45%NSS (ml/hr)",10,,
0.45% NS c 20 mEql KCL  (ml/hr),10,,
0.9%NS w/20KCl (ml/hr),10,,
0.9NS w/Thiamine 100mg (ml/hr),10,,
1.8% NaCL (ml/hr),10,,
1/2 NS 1 amp HCO3 (ml/hr),10,,
1/2 NS W HCO3 (ml/hr),10,,
1/2NSS w/ 20mEqK+ (ml/hr),10,,
3%  NSS (ml/hr),10,,
3%NACL (ml/hr),10,,
Acetylcysteine  (ml/hr),10,,
agatroban (mcg/kg/min),10,,
Albumin,10,,
amikar (ml/hr),10,,
aminophylline (mg/kg/hr),10,,
Ativan (mg/hr) (mg/hr),10,,
bicarb 1amp (ml/hr),10,,
bicarb 2 amps (ml/hr),10,,
bicarb 3amp (ml/hr),10,,
bicarb3amps (ml/hr),10,,
Bivalirudin (mcg/kg/hr),10,,
Bupivaciane 0.125% (ml/hr),10,,
Cisatracirium (mcg/kg/min),10,,
Dexmedetomidine Inj 400 Mcg in Sodium Chloride 0.9% 100 ml (),10,,
Dilaudid  (mg/hr),10,,
Flagyl PB 500mg/100ml (ml/hr),10,,
Fluconazole/Ns 200Mg/100Ml 100 ml (ml/hr),10,,
Intralipids (ml/hr),10,,
Iron Dextran (ml/hr),10,,
IVB (ml/hr),10,,
IVF,10,,
IVF/KCL (ml/hr),10,,
ivf+ MVI (ml/hr),10,,
IVF-KCL (ml/hr),10,,
K-Rider 20 mEq (ml/hr),10,,
kvo  (ml/hr),10,,
"leveTIRACETAM INJ 1,500 mg in Dextrose 5% 100 ml (ml/hr)",10,,
LR w 20mEq KCl (ml/hr),10,,
LR w/ 40mEq K (ml/hr),10,,
LR w/20meq kcl (ml/hr),10,,
Magnesium Sulfate STD 1 g Sterile Water (SWFI) 100 ml  Premix (Unknown),10,,
Midazolam (mcg/kg/hr),10,,
Na Bicarb 3 amps (ml/hr),10,,
NACL 1.8% (ml/hr),10,,
NiCARDipine (std) 50 mg  500 ml  Sodium Chloride 0.45% (mg/hr),10,,
Nimbex,10,,
NS + 20 K+ (ml/hr),10,,
NS 20meq KCL (ml/hr),10,,
NS Abx (ml/hr),10,,
NS c K (ml/hr),10,,
nss +abx (ml/hr),10,,
NSS kvo (ml/hr),10,,
NSS medflush (ml/hr),10,,
NSS w KCL (ml/hr),10,,
nss/control (ml/hr),10,,
Other Med 500 mg Sodium Chloride 0.9% 250 ml Ketamine HCl (mcg/kg/min),10,,
Packed RBCs (ml/hr),10,,
Plasma (ml/hr),10,,
Platelet (ml/hr),10,,
Potassium Chloside 40 meq (ml/hr),10,,
POTASSIUM PHOSPATE (ml/hr),10,,
Rituximab (mg/hr),10,,
sodium bicarbonate (ml/hr),10,,
Sterile water & 75mEq bicarb (ml/hr),10,,
Sterile Water w/ 500 meq NaHCO3 (ml/hr),10,,
Sterile WaterHCO3 150meq (ml/hr),10,,
Theophylline IVF Infused (ml/hr),10,,
TPA,10,,
tPA (alteplase) (mg/hr),10,,
TPA flush (ml/hr),10,,
Tranexamic AC (ml/hr),10,,
Tranxemic acid (mg/hr),10,,
D10 40meq K (ml/hr),11,dextrose-10,iv-sugar
D5 .45%NS (ml/hr),11,dextrose-5,iv-sugar
D5 0.45 + 40mEq Potassium (ml/hr),11,dextrose-5,iv-sugar
D5 0.45% 20 Meq KCL (ml/hr),11,dextrose-5,iv-sugar
d5 0.45% nacl (ml/hr),11,dextrose-5,iv-sugar
D5 1/2 NS w/ 40meq K (ml/hr),11,dextrose-5,iv-sugar
"D5 1/2 w/mvi, thiamine and folic acid (ml/hr)",11,dextrose-5,iv-sugar
D5 LR 30mEqK (ml/hr),11,dextrose-5,iv-sugar
D5 Na Bicarb (ml/hr),11,dextrose-5,iv-sugar
D5.45 Saline (ml/hr),11,dextrose-5,iv-sugar
D5.45NSw/40meqK (ml/hr),11,dextrose-5,iv-sugar
D5/0.45NS/K+40meq (ml/hr),11,dextrose-5,iv-sugar
D5/SOD BICARB (ml/hr),11,dextrose-5,iv-sugar
D5+0.45%NSS40K (ml/hr),11,dextrose-5,iv-sugar
D5+1/2 NSS (ml/hr),11,dextrose-5,iv-sugar
D5LR w/thiamine and folate (ml/hr),11,dextrose-5,iv-sugar
D5LRw/40KCl (ml/hr),11,dextrose-5,iv-sugar
HYDROMORPHONE (mg/hr),11,hydromorphone,opioid
Volume (mL)-lactated ringers bolus 500 mL (ml/hr),11,lactated-ringers,lactated-ringers
NARCAN (ml/hr),11,naloxone,naloxone
0.45% Normal Saline (ml/hr),11,,
0.45%NS + MVI (ml/hr),11,,
0.45%NS w Na Bicarb (ml/hr),11,,
0.45%NS w/ 30 mEq K (ml/hr),11,,
0.45NSS + 40 KCL (ml/hr),11,,
0.9 NSS,11,,
0.9 W/THI AND FA (ml/hr),11,,
0.9% NS with 40 MEQ KCL (ml/hr),11,,
1.8 NaCl (ml/hr),11,,
"1/2 NS /MVI, Thiamine, folic acid (ml/hr)",11,,
1/2 NS w/ MVI (ml/hr),11,,
1/2 NSS  (ml/hr),11,,
1/2NS w/50MEQ NaBicarb. (ml/hr),11,,
3%  SALINE (ml/hr),11,,
3% Na Cl (ml/hr),11,,
Acetylcysteine 20% 3 ml in Sterile Diluent 0 ml (ml/hr),11,,
Albumin 25%  (ml/hr),11,,
Aminophylline (mg/hr),11,,
argatroban (ml/hr),11,,
Bld products (ml/hr),11,,
bupivicaine (ml/hr),11,,
Calcium GLUCONATE STD 1 g Sodium Chloride 0.9% 100 ml (Unknown),11,,
Cardizam (mg/hr),11,,
Cisatracurium,11,,
Cistaracurium (mcg/kg/min),11,,
Cryoprecipitate (ml/hr),11,,
Dextran (ml/hr),11,,
Dilaudid PCA pump (mg/hr),11,,
fluid bolus (ml/hr),11,,
Integrillin (mcg/kg/min),11,,
Isoproterenol,11,,
IVF bolus.   (ml/hr),11,,
IVF Maintenance (ml/hr),11,,
Magnesium drip (mg/hr),11,,
NAHCO (ml/hr),11,,
NS + 20 MEQ  (ml/hr),11,,
NS + 20meqKCL (ml/hr),11,,
NS c abx (ml/hr),11,,
NS w/ 20 mEq K+ (ml/hr),11,,
NS w/20 meq (ml/hr),11,,
NS WITH KCL 20MMOL (ml/hr),11,,
NSS c Folic Acid/Vit B (ml/hr),11,,
pc (ml/hr),11,,
sandostatin (ml/hr),11,,
Sodium Bicarb  (ml/hr),11,,
Treprostinil (nanograms/kg/min),11,,
vec (mcg/kg/min),11,,
Volume-Transfuse Unmatched O-Neg RBC (ml/hr),11,,
D5 & 1/2NS (ml/hr),12,dextrose-5,iv-sugar
D5 1/2 NSS w/ 75mEq Bicarb (ml/hr),12,dextrose-5,iv-sugar
D5 1/2NS w/ 40mEq K+ (ml/hr),12,dextrose-5,iv-sugar
D5 75meq Sodium Bicarbonate (ml/hr),12,dextrose-5,iv-sugar
D5 bicarb (ml/hr),12,dextrose-5,iv-sugar
D5 in 0.9NS (ml/hr),12,dextrose-5,iv-sugar
D5 NS +20 K (ml/hr),12,dextrose-5,iv-sugar
D5 w/150mEq NaHCO3 (ml/hr),12,dextrose-5,iv-sugar
D5.45 W/ 20KCL (ml/hr),12,dextrose-5,iv-sugar
D5.45% NS (ml/hr),12,dextrose-5,iv-sugar
D5/.9 with KCL (ml/hr),12,dextrose-5,iv-sugar
D5/0.45NS with 40meq KCL (ml/hr),12,dextrose-5,iv-sugar
D5+0.45NSS (ml/hr),12,dextrose-5,iv-sugar
D50.45%ns 40KCL (ml/hr),12,dextrose-5,iv-sugar
D5c  0.45NS (ml/hr),12,dextrose-5,iv-sugar
D5W + 40 mEq KCL (ml/hr),12,dextrose-5,iv-sugar
D5W 10 KCL (ml/hr),12,dextrose-5,iv-sugar
D5W 150meq NAHCO3 (ml/hr),12,dextrose-5,iv-sugar
D5W w/150 mEq NaHCO3 (ml/hr),12,dextrose-5,iv-sugar
D5W w/75meq NaHCO3 (ml/hr),12,dextrose-5,iv-sugar
D5W w/ABX (ml/hr),12,dextrose-5,iv-sugar
tube feeding (ml/hr),12,enteral-nonspecific-intake,nutrition-enteral
Insulin gtt (units/hr),12,insulin,insulin
"Total Parenteral Nutrition 1,512 ml (ml/hr)",12,parenteral,nutrition-parenteral
Tpn  (ml/hr),12,parenteral,nutrition-parenteral
 NA BICARB (ml/hr),12,,
 NS with MVI (ml/hr),12,,
0.2 NS (ml/hr),12,,
0.45% NACL (ml/hr),12,,
0.45% ns 20 MEQL kcl (ml/hr),12,,
0.9 (ml/hr),12,,
1/2 NS w/ 40mEq K+ (ml/hr),12,,
1/2 NS with 20kcl (ml/hr),12,,
1/2NS +  75 meq NaHCO3 (ml/hr),12,,
3% NaCL  (ml/hr),12,,
3% sodium (ml/hr),12,,
75 MEQ Sodium Bicarb (ml/hr),12,,
ACETYLC YSTEINE (ml/hr),12,,
Amicar (mg/kg/hr),12,,
angiomax (ml/hr),12,,
Bicarb 150mEq (ml/hr),12,,
Bicarb gtt 3 amps (ml/hr),12,,
Calcium chloride 136meq in 1000 d5 (ml/hr),12,,
Calcium GLUCONATE MAX 2 g Sodium Chloride 0.9% 100 ml (Unknown),12,,
Cistracurium (mg/hr),12,,
Cistracuronium (mcg/kg/min),12,,
Diltiazem (mg/kg/hr),12,,
EPI (mcg/min),12,,
Epoprostenol,12,,
FB (ml/hr),12,,
fent epidural (ml/hr),12,,
FLOLAN (ml/hr),12,,
HCO3 w/20meq K+ (ml/hr),12,,
IV maintenance (ml/hr),12,,
ivf  (ml/hr),12,,
IVF without Additives (ml/hr),12,,
IVF+ multivitamin (ml/hr),12,,
KCL 20 meq in NS (ml/hr),12,,
LR/D5/20mEq K+ (ml/hr),12,,
Magnesium  (ml/hr),12,,
Magnesium Sulfate (ml/hr),12,,
Meropenem/Ns 500 mg/100Ml 100 ml (ml/hr),12,,
Methylene Blue (mg/kg/hr),12,,
Midazolam (Versed) 100 mg Sodium Chloride 0.9% 350 ml (mg/hr),12,,
mucomyst (ml/hr),12,,
Mucomyst (ml/hr),12,,
MVI 10ml+Thiamine 100mg+Folic Acid 1mg (ml/hr),12,,
MVI w/ Thiamine (ml/hr),12,,
NA CHL 3% (ml/hr),12,,
Normosol pH 7.4 (ml/hr),12,,
Novasource TF (ml/hr),12,,
NS + 20 MEQ (ml/hr),12,,
NS 40K (ml/hr),12,,
NS with 20 mEq KCL (ml/hr),12,,
NSS w/ MVI banana bag (ml/hr),12,,
NSS with anti (ml/hr),12,,
RALLY PACK (ml/hr),12,,
sodium citrate  (ml/hr),12,,
sterile water with 38.5meq NaCl (ml/hr),12,,
Thiamine Bag (ml/hr),12,,
"Thiamine, MVI , folic acid (ml/hr)",12,,
TPA - left 2 (mcg/hr),12,,
TPA - right (mcg/hr),12,,
ZITHROMAX (ml/hr),12,,
10% Dextrose  (ml/hr),13,dextrose-10,iv-sugar
D10 1/2NS (ml/hr),13,dextrose-10,iv-sugar
D10% (ml/hr),13,dextrose-10,iv-sugar
D10NS (ml/hr),13,dextrose-10,iv-sugar
D10W 0.45 NaCl (ml/hr),13,dextrose-10,iv-sugar
D%W/.45Ns (ml/hr),13,dextrose-5,iv-sugar
D5 1/2 +KLC 20meq (ml/hr),13,dextrose-5,iv-sugar
D5 1/2 NSS w/ 20 meq KCL (ml/hr),13,dextrose-5,iv-sugar
D5 150meq NaHCO3 (ml/hr),13,dextrose-5,iv-sugar
D5 NS  (ml/hr),13,dextrose-5,iv-sugar
D5 w/Acetylcysteine (ml/hr),13,dextrose-5,iv-sugar
D5% with 3 amps of bicarb (ml/hr),13,dextrose-5,iv-sugar
D5/0.45NS w 20meq K (ml/hr),13,dextrose-5,iv-sugar
D5/150mEq NAa Bicarb (ml/hr),13,dextrose-5,iv-sugar
D5/LR/10mEq KCl (ml/hr),13,dextrose-5,iv-sugar
D5/NS (ml/hr),13,dextrose-5,iv-sugar
D5/NS/20MEQKCL (ml/hr),13,dextrose-5,iv-sugar
D5+ 0.45% NS (ml/hr),13,dextrose-5,iv-sugar
D5+.45NS+MVI (ml/hr),13,dextrose-5,iv-sugar
D545 (ml/hr),13,dextrose-5,iv-sugar
d5LR  (ml/hr),13,dextrose-5,iv-sugar
D5LR w 10k  (ml/hr),13,dextrose-5,iv-sugar
d5lr w/ kcl (ml/hr),13,dextrose-5,iv-sugar
D5N (ml/hr),13,dextrose-5,iv-sugar
D5NS WITH 20 KCL (ml/hr),13,dextrose-5,iv-sugar
D5NS with 20meq KCL (ml/hr),13,dextrose-5,iv-sugar
D5NS/40KCL (ml/hr),13,dextrose-5,iv-sugar
D5W / 0.45NS (ml/hr),13,dextrose-5,iv-sugar
D5W 1/2NS w/ 20K (ml/hr),13,dextrose-5,iv-sugar
D5W bicarb (ml/hr),13,dextrose-5,iv-sugar
D5W W/40 MEQL KCL  (ml/hr),13,dextrose-5,iv-sugar
D5W.45NACL WITH 20MEQ K+ (ml/hr),13,dextrose-5,iv-sugar
D5W/3amps Bicarb (ml/hr),13,dextrose-5,iv-sugar
Tube feeding (ml/hr),13,enteral-nonspecific-intake,nutrition-enteral
narcan (mcg/hr),13,naloxone,naloxone
"Total Parenteral Nutrition 1,800 ml (ml/hr)",13,parenteral,nutrition-parenteral
Vasopressin (mcg/min),13,vasopressin,antidiuretic
.9NSwNaHCO3200 (ml/hr),13,,
0.45 NSS w/ bicarb (ml/hr),13,,
0.45% normal saline (ml/hr),13,,
0.45% NS with 20meq K (ml/hr),13,,
0.9%NS (KVO) (ml/hr),13,,
0.9NS,13,,
1/2 NSS,13,,
1/2NSS w/ 40KCL (ml/hr),13,,
250 ml NSS challenge over 15 minutes per order G. Poppiti (ml/hr),13,,
3% Hypertonic NaCl (ml/hr),13,,
ABT (ml/hr),13,,
argatroban (mcg/kg/hr),13,,
ATB (ml/hr),13,,
Atricurium (mcg/kg/min),13,,
Bicarb 150 meq (ml/hr),13,,
Desmopressin (ml/hr),13,,
Dexmedetomidine Inj 400 Mcg in Sodium Chloride 0.9% 100 ml (ml/hr),13,,
hydrocortisone (ml/hr),13,hydrocortisone,glucocorticoid
IV with MVI (ml/hr),13,,
IVF w MVI (ml/hr),13,,
k phos (ml/hr),13,,
Midazolam (mcg/hr),13,,
NGT Flush (ml/hr),13,,
NS 0.9 %  (ml/hr),13,,
NS c 20 mEql KCL (ml/hr),13,,
NS w/ 20 mEq KCL (ml/hr),13,,
NS with 100 mg Thiamine (ml/hr),13,,
NS with 20 meq kcl (ml/hr),13,,
NS with 20mEq KCl  (ml/hr),13,,
"NSS + MVI, Thiamine, Folic Acid (ml/hr)",13,,
NSS w/ levo/vaso (ml/hr),13,,
NSS W/ mvi (ml/hr),13,,
Sterile H2O/HCO2/K (ml/hr),13,,
Sterile Water + 75mEQ NA Bicarb (ml/hr),13,,
Sterile water w/ NA HCO3 (ml/hr),13,,
TPA (mcg/hr),13,,
"Vitamin B1, Thiamine (ml/hr)",13,,
d10w/ns (ml/hr),14,dextrose-10,iv-sugar
D5 .45 % NS (ml/hr),14,dextrose-5,iv-sugar
D5 0.45%  with 20meq KCL (ml/hr),14,dextrose-5,iv-sugar
D5 1/2 +KLCL 40meq (ml/hr),14,dextrose-5,iv-sugar
D5 1/2 NS w/ 10 mEq K+ (ml/hr),14,dextrose-5,iv-sugar
D5 1/2 NS w/20meq K+ (ml/hr),14,dextrose-5,iv-sugar
D5 1/2 NSS w/ 40KCL (ml/hr),14,dextrose-5,iv-sugar
D5 1/2NS w/MVI (ml/hr),14,dextrose-5,iv-sugar
D5 150meq of bicarb (ml/hr),14,dextrose-5,iv-sugar
D5 NS 0.2% (ml/hr),14,dextrose-5,iv-sugar
d5 with 10 KCL  (ml/hr),14,dextrose-5,iv-sugar
D5.45+20kcl (ml/hr),14,dextrose-5,iv-sugar
D5\0.9 NSS (ml/hr),14,dextrose-5,iv-sugar
D5+Bicarb 150meq (ml/hr),14,dextrose-5,iv-sugar
D50.45NS (ml/hr),14,dextrose-5,iv-sugar
d5lr (ml/hr),14,dextrose-5,iv-sugar
D5LR with 10mEq potassium (ml/hr),14,dextrose-5,iv-sugar
d5NS (ml/hr),14,dextrose-5,iv-sugar
D5NSS w/ MVI/thiamine (ml/hr),14,dextrose-5,iv-sugar
D5W with KCL (ml/hr),14,dextrose-5,iv-sugar
d5W/.45%NSS + 150mEq NaBicarb (ml/hr),14,dextrose-5,iv-sugar
D5W/NaHCO3 (ml/hr),14,dextrose-5,iv-sugar
D5w0.45 NSS (ml/hr),14,dextrose-5,iv-sugar
Humulin R Insulin (ml/hr),14,insulin,insulin
Norepinephrine STD 8 mg Dextrose 5% 500 ml (mcg/min),14,norepinephrine-dextrose-5,adrenergic-agent
0.45% NS w/40 mEq K (ml/hr),14,,
1/2NS with 20 kcl  (ml/hr),14,,
"1000cc ,45 w. 75neq sodium bicarb (ml/hr)",14,,
alprostadil (mcg/kg/hr),14,,
AmiCar (ml/hr),14,,
Aminocaproic acid STD 1 g Sodium Chloride 0.9% 50 ml (Unknown),14,,
Angiomax (mcg/kg/min),14,,
antibiotics (ml/hr),14,,
Bicarb drip (ml/hr),14,,
BICARBONATE (ml/hr),14,,
Bivalirudin (mg/kg/hr),14,,
cyklokapron (ml/hr),14,,
HACo3 (ml/hr),14,,
Hydromorphine (mg/hr),14,,
isosource (ml/hr),14,,
IVF without additives (ml/hr),14,,
kryder (ml/hr),14,,
LR 40 MEQ KCL (ml/hr),14,,
Magnesium,14,,
NS + 20 KCL (ml/hr),14,,
NS 20kcl  (ml/hr),14,,
NS 20meq K (ml/hr),14,,
NS control (ml/hr),14,,
NS w/ Anbx (ml/hr),14,,
NS w/10 kcl  (ml/hr),14,,
NS WITH 20K (ml/hr),14,,
NS with Folic Acid & Thiamine (ml/hr),14,,
NS+20meq KCL (ml/hr),14,,
NSS #2 (ml/hr),14,,
NSS w/5gms Calcium gluconate (ml/hr),14,,
Oxytocin (ml/hr),14,,
packed cells (ml/hr),14,,
PITOCIN (ml/hr),14,,
Pitocin (units/hr),14,,
PRBC,14,,
Sodium Bicarb,14,,
sodium bicarb 150 MEQ/D5 (ml/hr),14,,
Sterile H2O w/ bicarb (ml/hr),14,,
Thymoglobulin (ml/hr),14,,
Vecuronium (Norcuron) 100 mg Sodium Chloride 0.9% 100 ml (mcg/kg/min),14,,
Volume-Transfuse Pheresed Platelets,14,,
D5 .45NSS (ml/hr),15,dextrose-5,iv-sugar
D5 + Bicarb (ml/hr),15,dextrose-5,iv-sugar
D5 0.45NS w/10K+ (ml/hr),15,dextrose-5,iv-sugar
D5 1/2 +20k (ml/hr),15,dextrose-5,iv-sugar
d5 1/2 ns + 40 mEq kcl (ml/hr),15,dextrose-5,iv-sugar
D5 1/2 NS w/40MeQ KCL (ml/hr),15,dextrose-5,iv-sugar
D5 1/2NS 40mEq (ml/hr),15,dextrose-5,iv-sugar
D5 1/2NSS w/ MVI (ml/hr),15,dextrose-5,iv-sugar
D5 Sodium Bicarb (ml/hr),15,dextrose-5,iv-sugar
D5 w/150mEq Bicarb (ml/hr),15,dextrose-5,iv-sugar
D5.9 (ml/hr),15,dextrose-5,iv-sugar
D5/.45%NaCl (ml/hr),15,dextrose-5,iv-sugar
D5/150mEq Na Bicarb (ml/hr),15,dextrose-5,iv-sugar
D51/2NS w. KCL (ml/hr),15,dextrose-5,iv-sugar
D51/2NS150NaHCO3 (ml/hr),15,dextrose-5,iv-sugar
D5W w/NaHCO3 (ml/hr),15,dextrose-5,iv-sugar
D5W/.45%NS (ml/hr),15,dextrose-5,iv-sugar
d5W/.45NSS w/ MV (ml/hr),15,dextrose-5,iv-sugar
"Volume (mL)-lactated ringers bolus 1,000 mL",15,lactated-ringers,lactated-ringers
Naloxone (Narcan) (mg/hr),15,naloxone,naloxone
Norepinephrine MAX 32 mg Dextrose 5% 500 ml (mcg/min),15,norepinephrine-dextrose-5,adrenergic-agent
0.45% SODIUM CHOLRIDE (ml/hr),15,,
1/2 NSS + 75 meq Na Bicarb (ml/hr),15,,
1/2nss+sodium bicarb (ml/hr),15,,
Bolus  (ml/hr),15,,
Bupivacaine (ml/hr),15,,
LR/ 20 mEq KCl (ml/hr),15,,
magnesiym (ml/hr),15,,
Mannitol (ml/hr),15,,
Multivitamin (ml/hr),15,,
MVI Infusion (ml/hr),15,,
Normosol 7.4 (ml/hr),15,,
NS - PCA (ml/hr),15,,
NS @ 60 (ml/hr),15,,
NS @50/HR (ml/hr),15,,
NS w/ 30meq K+ (ml/hr),15,,
NS w/ KCL 20meq (ml/hr),15,,
NS w/60 meq KCl (ml/hr),15,,
NS with 20KCL (ml/hr),15,,
NSS + Potassium (ml/hr),15,,
OXACILLIN (ml/hr),15,,
Precedex (ml/hr),15,,
Rocuronium (mcg/kg/hr),15,,
SterileWater/150Bicarb (ml/hr),15,,
Vecuronium  (mcg/kg/min),15,,
D% + 1/2 NS + 40meq K  (ml/hr),16,dextrose-5,iv-sugar
D5 0.45 NSS (ml/hr),16,dextrose-5,iv-sugar
D5 0.45%NSS (ml/hr),16,dextrose-5,iv-sugar
D5 1/2 w/ 20KCL (ml/hr),16,dextrose-5,iv-sugar
D5 1/2 w/20meq KCL (ml/hr),16,dextrose-5,iv-sugar
D5 1/2NS  KCL 20MEQ (ml/hr),16,dextrose-5,iv-sugar
D5 NaBicarb (ml/hr),16,dextrose-5,iv-sugar
D5 NS 40K (ml/hr),16,dextrose-5,iv-sugar
D5 NSS + 20K (ml/hr),16,dextrose-5,iv-sugar
D5 w/ 150mEq (ml/hr),16,dextrose-5,iv-sugar
D5/0.2%NS w/ KCL (ml/hr),16,dextrose-5,iv-sugar
D5LR + 40 meq KCL (ml/hr),16,dextrose-5,iv-sugar
D5NS,16,dextrose-5,iv-sugar
D5NS W/20 MEQ KCL (ml/hr),16,dextrose-5,iv-sugar
D5W 1/2 NS (ml/hr),16,dextrose-5,iv-sugar
D5W flush (ml/hr),16,dextrose-5,iv-sugar
D5W w/ 75 meq NaBicarb (ml/hr),16,dextrose-5,iv-sugar
D5W w/ bicarb (ml/hr),16,dextrose-5,iv-sugar
D5W w/150 meq HCO3 (ml/hr),16,dextrose-5,iv-sugar
Fentanyl/Bupivicaine PCEA (ml/hr),16,fentanyl,opioid
Insulin scale A (units/hr),16,insulin,insulin
Integralin (mcg/kg/min),16,insulin,insulin
Narcan  (mg/hr),16,naloxone,naloxone
0.9 NS,16,,
0.9%NACL (ml/hr),16,,
20 K+ IN d5w (ml/hr),16,,
3%na cl (ml/hr),16,,
acetylysteine (mg/kg/hr),16,,
amiodarone (mg/min),16,,
argatoban (mcg/kg/min),16,,
ATRACRIUM (mcg/kg/min),16,,
bivalirudin/angiomax (ml/hr),16,,
cisatracurium (ml/hr),16,,
Cisatrcurium/Nimbex(mcg/kg/min) (mcg/kg/min),16,,
Fat Emulsion IV 20% 250 ml (ml/hr),16,,
Fresh Frozen Plasma (ml/hr),16,,
H2O/HCO2/K (ml/hr),16,,
HEPARIN #2 (units/hr),16,,
iced saline (ml/hr),16,,
IV bolus (ml/hr),16,,
IV w/ Bicarb (ml/hr),16,,
IVF plain (ml/hr),16,,
ivp (ml/hr),16,,
Levothyroxine Sodium (mcg/hr),16,,
NaCl 3% Hypertonic (ml/hr),16,,
ND (ml/hr),16,,
Nimbex (ml/hr),16,,
Nitroglycerin (mcg/kg/hr),16,,
Nitroglycerin(50mg/500ml) 50 mg Dextrose 5% 500 ml  Premix (glass bottle) (mcg/min),16,,
NS carrier (ml/hr),16,,
NS with 20 KCl (ml/hr),16,,
NS with MVI (ml/hr),16,,
NSS w.20kcl (ml/hr),16,,
"NSS wtih MVI, Thiamine,folate (ml/hr)",16,,
PRBC  (ml/hr),16,,
Sodium bicarbonate with Sterile Water (ml/hr),16,,
D10/NSS (ml/hr),17,dextrose-10,iv-sugar
D10NSS (ml/hr),17,dextrose-10,iv-sugar
D5 & 0.45% NS (ml/hr),17,dextrose-5,iv-sugar
d5 (ml/hr),17,dextrose-5,iv-sugar
D5 + 150 meq Bicarb (ml/hr),17,dextrose-5,iv-sugar
D5 Normal Saline (ml/hr),17,dextrose-5,iv-sugar
D5 ns + 20k (ml/hr),17,dextrose-5,iv-sugar
D5 W (ml/hr),17,dextrose-5,iv-sugar
D5 w/150 NaBicarb (ml/hr),17,dextrose-5,iv-sugar
D5.45 with thimaine and folic acid (ml/hr),17,dextrose-5,iv-sugar
D5/0.5NS (ml/hr),17,dextrose-5,iv-sugar
D5/0.9%NS (ml/hr),17,dextrose-5,iv-sugar
D51/2+10KCL (ml/hr),17,dextrose-5,iv-sugar
D5LR with 40meq KCL/L (ml/hr),17,dextrose-5,iv-sugar
D5W w/sodium bicarb (ml/hr),17,dextrose-5,iv-sugar
Insulin (Unknown),17,insulin,insulin
"Volume (mL)-lactated ringers bolus 1,000 mL (ml/hr)",17,lactated-ringers,lactated-ringers
morphine (ml/hr),17,morphine,opiod
TPN,17,parenteral,nutrition-parenteral
0.225% sodium chloride (ml/hr),17,,
