cellpath,celllabel,N,category,group
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-NG/OG/Feeding Tube Nasogastric 16 Fr. Right nare,Output (mL)-NG/OG/Feeding Tube Nasogastric 16 Fr. Right nare,141,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-NG/OG/Feeding Tube Nasogastric 18 Fr. Right nare,Output (mL)-NG/OG/Feeding Tube Nasogastric 18 Fr. Right nare,107,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-NG/OG/Feeding Tube Nasogastric Right nare,Output (mL)-NG/OG/Feeding Tube Nasogastric Right nare,183,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (ml)-Ostomy - GI Colostomy LLQ,Output (ml)-Ostomy - GI Colostomy LLQ,203,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (ml)-Ostomy - GI Colostomy LUQ,Output (ml)-Ostomy - GI Colostomy LUQ,151,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (ml)-Ostomy - GI Ileostomy RLQ,Output (ml)-Ostomy - GI Ileostomy RLQ,481,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Ostomy-GU Urostomy,Output (mL)-Ostomy-GU Urostomy,190,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Straight Catheter,Output (mL)-Straight Catheter,1093,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Suprapubic Catheter,Output (mL)-Suprapubic Catheter,149,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter,Output (mL)-Urethral Catheter,6064,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter 14 Fr.,Output (mL)-Urethral Catheter 14 Fr.,2060,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter 16 Fr.,Output (mL)-Urethral Catheter 16 Fr.,3428,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter 18 Fr.,Output (mL)-Urethral Catheter 18 Fr.,283,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter A. Haggard RN  Temperature probe,Output (mL)-Urethral Catheter A. Haggard RN  Temperature probe,206,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter A. Hegarty, RN Latex;Temperature probe 14 Fr.","Output (mL)-Urethral Catheter A. Hegarty, RN Latex;Temperature probe 14 Fr.",102,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter A. Hegarty, RN Latex;Temperature probe 16 Fr.","Output (mL)-Urethral Catheter A. Hegarty, RN Latex;Temperature probe 16 Fr.",305,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Amanda Lee  Latex 14 Fr.,Output (mL)-Urethral Catheter Amanda Lee  Latex 14 Fr.,264,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Amanda Stranten EMT Latex;Temperature probe 14 Fr.,Output (mL)-Urethral Catheter Amanda Stranten EMT Latex;Temperature probe 14 Fr.,200,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Anne Lowe RN 16 Fr.,Output (mL)-Urethral Catheter Anne Lowe RN 16 Fr.,248,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter April Whitlow EMT Temperature probe 14 Fr.,Output (mL)-Urethral Catheter April Whitlow EMT Temperature probe 14 Fr.,134,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter B Jacobelli, RN Latex;Straight-tip 14 Fr.","Output (mL)-Urethral Catheter B Jacobelli, RN Latex;Straight-tip 14 Fr.",100,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Brittany Davis RN Non-latex 14 Fr.,Output (mL)-Urethral Catheter Brittany Davis RN Non-latex 14 Fr.,119,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter C. Wofford Temperature probe,Output (mL)-Urethral Catheter C. Wofford Temperature probe,148,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Chasity Yates, RN Latex;Straight-tip;Temperature probe 16 Fr.","Output (mL)-Urethral Catheter Chasity Yates, RN Latex;Straight-tip;Temperature probe 16 Fr.",125,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Chasity Yates, RN Latex;Temperature probe;Straight-tip 14 Fr.","Output (mL)-Urethral Catheter Chasity Yates, RN Latex;Temperature probe;Straight-tip 14 Fr.",100,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Chasity Yates, RNFA Latex;Temperature probe 16 Fr.","Output (mL)-Urethral Catheter Chasity Yates, RNFA Latex;Temperature probe 16 Fr.",107,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Chip Harris, RN  Latex;Straight-tip 16 Fr.","Output (mL)-Urethral Catheter Chip Harris, RN  Latex;Straight-tip 16 Fr.",235,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Christa McClellen Latex;Straight-tip 16 Fr.,Output (mL)-Urethral Catheter Christa McClellen Latex;Straight-tip 16 Fr.,140,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Christian Smith RN/ Laura Caudle RN  Latex,Output (mL)-Urethral Catheter Christian Smith RN/ Laura Caudle RN  Latex,114,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Christine Hinshaw, RN Straight-tip 14 Fr.","Output (mL)-Urethral Catheter Christine Hinshaw, RN Straight-tip 14 Fr.",203,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Christy Golden RN 14 Fr.,Output (mL)-Urethral Catheter Christy Golden RN 14 Fr.,141,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Cory Vaughn, EMT Latex 14 Fr.","Output (mL)-Urethral Catheter Cory Vaughn, EMT Latex 14 Fr.",113,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Coude 14 Fr.,Output (mL)-Urethral Catheter Coude 14 Fr.,117,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Coude 18 Fr.,Output (mL)-Urethral Catheter Coude 18 Fr.,141,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Darrell, EMT  Latex;Temperature probe","Output (mL)-Urethral Catheter Darrell, EMT  Latex;Temperature probe",162,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Deanna Revis, RN and Rose Cullom, RN Non-latex 14 Fr.","Output (mL)-Urethral Catheter Deanna Revis, RN and Rose Cullom, RN Non-latex 14 Fr.",260,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter DeLisa Cobb, RN   Megan Stocks RN Temperature probe 14 Fr.","Output (mL)-Urethral Catheter DeLisa Cobb, RN   Megan Stocks RN Temperature probe 14 Fr.",147,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Diana Acuna, RN Latex 16 Fr.","Output (mL)-Urethral Catheter Diana Acuna, RN Latex 16 Fr.",105,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Diana Acuna, RN Latex;Straight-tip 14 Fr.","Output (mL)-Urethral Catheter Diana Acuna, RN Latex;Straight-tip 14 Fr.",134,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Diana Acuna, RN Latex;Straight-tip 16 Fr.","Output (mL)-Urethral Catheter Diana Acuna, RN Latex;Straight-tip 16 Fr.",109,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Diana Acuna, RN Latex;Straight-tip;Temperature probe 14 Fr.","Output (mL)-Urethral Catheter Diana Acuna, RN Latex;Straight-tip;Temperature probe 14 Fr.",138,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Diane Wilson, RN Latex;Temperature probe 16 Fr.","Output (mL)-Urethral Catheter Diane Wilson, RN Latex;Temperature probe 16 Fr.",190,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Double-lumen,Output (mL)-Urethral Catheter Double-lumen,387,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Double-lumen 14 Fr.,Output (mL)-Urethral Catheter Double-lumen 14 Fr.,388,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Double-lumen 16 Fr.,Output (mL)-Urethral Catheter Double-lumen 16 Fr.,552,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter dr macdermid Non-latex;Straight-tip 14 Fr.,Output (mL)-Urethral Catheter dr macdermid Non-latex;Straight-tip 14 Fr.,127,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Dr Wrenn,Output (mL)-Urethral Catheter Dr Wrenn,102,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter emt-liza Temperature probe 16 Fr.,Output (mL)-Urethral Catheter emt-liza Temperature probe 16 Fr.,152,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Greg Meadows RN Latex 16 Fr.,Output (mL)-Urethral Catheter Greg Meadows RN Latex 16 Fr.,102,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter hayley ringley rn Temperature probe,Output (mL)-Urethral Catheter hayley ringley rn Temperature probe,349,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Hayley Ringley, RN/ Dr. Thompson Temperature probe 16 Fr.","Output (mL)-Urethral Catheter Hayley Ringley, RN/ Dr. Thompson Temperature probe 16 Fr.",151,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Heather Richard Rn Latex 14 Fr.,Output (mL)-Urethral Catheter Heather Richard Rn Latex 14 Fr.,147,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter James Dunlop RN Temperature probe 16 Fr.,Output (mL)-Urethral Catheter James Dunlop RN Temperature probe 16 Fr.,107,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter James RN Temperature probe,Output (mL)-Urethral Catheter James RN Temperature probe,115,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter John NT+3, Carrie RN Temperature probe","Output (mL)-Urethral Catheter John NT+3, Carrie RN Temperature probe",152,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Josh McDaniel, RN Straight-tip 16 Fr.","Output (mL)-Urethral Catheter Josh McDaniel, RN Straight-tip 16 Fr.",102,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Josh Paramedic 16 Fr.,Output (mL)-Urethral Catheter Josh Paramedic 16 Fr.,192,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter k hyatt RN Non-latex 16 Fr.,Output (mL)-Urethral Catheter k hyatt RN Non-latex 16 Fr.,109,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter K. Hardy RNFA Latex 16 Fr.,Output (mL)-Urethral Catheter K. Hardy RNFA Latex 16 Fr.,238,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter K. Hardy RNFA Temperature probe 16 Fr.,Output (mL)-Urethral Catheter K. Hardy RNFA Temperature probe 16 Fr.,227,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter K. Lawless, RN Latex;Temperature probe 16 Fr.","Output (mL)-Urethral Catheter K. Lawless, RN Latex;Temperature probe 16 Fr.",123,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Kimyona Ray, Jennifer Bishop 14 Fr.","Output (mL)-Urethral Catheter Kimyona Ray, Jennifer Bishop 14 Fr.",115,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Kristi Lawless, RN Latex;Straight-tip 14 Fr.","Output (mL)-Urethral Catheter Kristi Lawless, RN Latex;Straight-tip 14 Fr.",196,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Kristi Lawless, RN Latex;Straight-tip 16 Fr.","Output (mL)-Urethral Catheter Kristi Lawless, RN Latex;Straight-tip 16 Fr.",422,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter L. Simpson, RN Latex;Straight-tip 14 Fr.","Output (mL)-Urethral Catheter L. Simpson, RN Latex;Straight-tip 14 Fr.",126,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter L. Taylor, RN Latex 16 Fr.","Output (mL)-Urethral Catheter L. Taylor, RN Latex 16 Fr.",114,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Latex,Output (mL)-Urethral Catheter Latex,1391,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Latex 10 Fr.,Output (mL)-Urethral Catheter Latex 10 Fr.,119,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Latex 14 Fr.,Output (mL)-Urethral Catheter Latex 14 Fr.,4630,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Latex 16 Fr.,Output (mL)-Urethral Catheter Latex 16 Fr.,3898,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Latex 18 Fr.,Output (mL)-Urethral Catheter Latex 18 Fr.,143,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Latex;Straight-tip 14 Fr.,Output (mL)-Urethral Catheter Latex;Straight-tip 14 Fr.,2045,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Latex;Straight-tip 16 Fr.,Output (mL)-Urethral Catheter Latex;Straight-tip 16 Fr.,803,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Latex;Straight-tip;Temperature probe 14 Fr.,Output (mL)-Urethral Catheter Latex;Straight-tip;Temperature probe 14 Fr.,1306,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Latex;Straight-tip;Temperature probe;Triple-lumen 14 Fr.,Output (mL)-Urethral Catheter Latex;Straight-tip;Temperature probe;Triple-lumen 14 Fr.,329,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Latex;Straight-tip;Temperature probe;Triple-lumen 16 Fr.,Output (mL)-Urethral Catheter Latex;Straight-tip;Temperature probe;Triple-lumen 16 Fr.,199,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Latex;Temperature probe,Output (mL)-Urethral Catheter Latex;Temperature probe,129,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Latex;Temperature probe 14 Fr.,Output (mL)-Urethral Catheter Latex;Temperature probe 14 Fr.,3442,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Latex;Temperature probe 16 Fr.,Output (mL)-Urethral Catheter Latex;Temperature probe 16 Fr.,221,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Latex;Temperature probe;Straight-tip 14 Fr.,Output (mL)-Urethral Catheter Latex;Temperature probe;Straight-tip 14 Fr.,214,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Latex;Temperature probe;Straight-tip;Triple-lumen,Output (mL)-Urethral Catheter Latex;Temperature probe;Straight-tip;Triple-lumen,396,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter LF, SN Temperature probe","Output (mL)-Urethral Catheter LF, SN Temperature probe",171,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter M Troha RN Straight-tip 14 Fr.,Output (mL)-Urethral Catheter M Troha RN Straight-tip 14 Fr.,146,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter M. Irwin RNFA Temperature probe 16 Fr.,Output (mL)-Urethral Catheter M. Irwin RNFA Temperature probe 16 Fr.,230,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter M. Tice, RN Latex;Temperature probe 16 Fr.","Output (mL)-Urethral Catheter M. Tice, RN Latex;Temperature probe 16 Fr.",310,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Maria Pelance, RN Latex;Straight-tip;Temperature probe;Triple-lumen 16 Fr.","Output (mL)-Urethral Catheter Maria Pelance, RN Latex;Straight-tip;Temperature probe;Triple-lumen 16 Fr.",426,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Marie Irwin, RN Latex;Straight-tip;Temperature probe;Triple-lumen 16 Fr.","Output (mL)-Urethral Catheter Marie Irwin, RN Latex;Straight-tip;Temperature probe;Triple-lumen 16 Fr.",176,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Marie Irwin, RNFA Latex;Temperature probe 16 Fr.","Output (mL)-Urethral Catheter Marie Irwin, RNFA Latex;Temperature probe 16 Fr.",117,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Mavis , NR Latex","Output (mL)-Urethral Catheter Mavis , NR Latex",170,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Mavis Nyako RN 14 Fr.,Output (mL)-Urethral Catheter Mavis Nyako RN 14 Fr.,172,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Natalie,RN Non-latex 14 Fr.","Output (mL)-Urethral Catheter Natalie,RN Non-latex 14 Fr.",136,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Non-latex,Output (mL)-Urethral Catheter Non-latex,1268,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Non-latex 14 Fr.,Output (mL)-Urethral Catheter Non-latex 14 Fr.,2413,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Non-latex 16 Fr.,Output (mL)-Urethral Catheter Non-latex 16 Fr.,4858,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Non-latex 18 Fr.,Output (mL)-Urethral Catheter Non-latex 18 Fr.,140,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Non-latex;Straight-tip 14 Fr.,Output (mL)-Urethral Catheter Non-latex;Straight-tip 14 Fr.,203,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Non-latex;Temperature probe 14 Fr.,Output (mL)-Urethral Catheter Non-latex;Temperature probe 14 Fr.,183,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Non-latex;Temperature probe 16 Fr.,Output (mL)-Urethral Catheter Non-latex;Temperature probe 16 Fr.,480,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter P Weatherly RNFA Latex;Straight-tip;Temperature probe;Triple-lumen 16 Fr.,Output (mL)-Urethral Catheter P Weatherly RNFA Latex;Straight-tip;Temperature probe;Triple-lumen 16 Fr.,156,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Sara Early, RN Non-latex","Output (mL)-Urethral Catheter Sara Early, RN Non-latex",162,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Sarah Burnham, RN and Jordan Perkins, RN Temperature probe 16 Fr.","Output (mL)-Urethral Catheter Sarah Burnham, RN and Jordan Perkins, RN Temperature probe 16 Fr.",127,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter sheilla ridenhour 16 Fr.,Output (mL)-Urethral Catheter sheilla ridenhour 16 Fr.,126,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Stephanie DeHart, RN Latex;Straight-tip 16 Fr.","Output (mL)-Urethral Catheter Stephanie DeHart, RN Latex;Straight-tip 16 Fr.",143,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Stormie Duffy RN Straight-tip 16 Fr.,Output (mL)-Urethral Catheter Stormie Duffy RN Straight-tip 16 Fr.,178,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Straight-tip,Output (mL)-Urethral Catheter Straight-tip,1388,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Straight-tip 14 Fr.,Output (mL)-Urethral Catheter Straight-tip 14 Fr.,1920,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Straight-tip 16 Fr.,Output (mL)-Urethral Catheter Straight-tip 16 Fr.,2605,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Straight-tip 18 Fr.,Output (mL)-Urethral Catheter Straight-tip 18 Fr.,131,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Straight-tip;Temperature probe 16 Fr.,Output (mL)-Urethral Catheter Straight-tip;Temperature probe 16 Fr.,140,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter T Davis Latex;Straight-tip 14 Fr.,Output (mL)-Urethral Catheter T Davis Latex;Straight-tip 14 Fr.,171,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter tawanda nt,Output (mL)-Urethral Catheter tawanda nt,433,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Teal Curry, RN  Straight-tip","Output (mL)-Urethral Catheter Teal Curry, RN  Straight-tip",165,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Temperature probe,Output (mL)-Urethral Catheter Temperature probe,1259,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Temperature probe 14 Fr.,Output (mL)-Urethral Catheter Temperature probe 14 Fr.,2453,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Temperature probe 16 Fr.,Output (mL)-Urethral Catheter Temperature probe 16 Fr.,2297,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Temperature probe 18 Fr.,Output (mL)-Urethral Catheter Temperature probe 18 Fr.,124,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Temperature probe;Latex 14 Fr.,Output (mL)-Urethral Catheter Temperature probe;Latex 14 Fr.,134,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Temperature probe;Latex 16 Fr.,Output (mL)-Urethral Catheter Temperature probe;Latex 16 Fr.,189,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Temperature probe;Non-latex,Output (mL)-Urethral Catheter Temperature probe;Non-latex,116,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Temperature probe;Non-latex 16 Fr.,Output (mL)-Urethral Catheter Temperature probe;Non-latex 16 Fr.,128,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Temperature probe;Straight-tip;Latex,Output (mL)-Urethral Catheter Temperature probe;Straight-tip;Latex,132,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Victor 16 Fr.,Output (mL)-Urethral Catheter Victor 16 Fr.,130,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Vina Sananikone, RN Latex 16 Fr.","Output (mL)-Urethral Catheter Vina Sananikone, RN Latex 16 Fr.",185,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urethral Catheter Yasemia Lebron, RN Straight-tip 16 Fr.","Output (mL)-Urethral Catheter Yasemia Lebron, RN Straight-tip 16 Fr.",228,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urinary Catheter  Indwelling,Output (mL)-Urinary Catheter  Indwelling,739,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urinary Catheter Indwelling,Output (mL)-Urinary Catheter Indwelling,1303,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Urinary Catheter Suprapubic catheter,Output (mL)-Urinary Catheter Suprapubic catheter,357,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Y Chest Tube 1 and 2 1 Left Anterior 28 fr 2 Right Mid Pleural collection system,Output (mL)-Y Chest Tube 1 and 2 1 Left Anterior 28 fr 2 Right Mid Pleural collection system,138,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Y Chest Tube 1 and 2 1 Mid 24 fr 2 Left Pleural collection system,Output (mL)-Y Chest Tube 1 and 2 1 Mid 24 fr 2 Left Pleural collection system,115,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Y Chest Tube 1 and 2 1 Mid 24 fr 2 Mid Pleural collection system,Output (mL)-Y Chest Tube 1 and 2 1 Mid 24 fr 2 Mid Pleural collection system,162,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Y Chest Tube 1 and 2 1 Mid 32 fr 2 Left Pleural collection system,Output (mL)-Y Chest Tube 1 and 2 1 Mid 32 fr 2 Left Pleural collection system,160,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Y Chest Tube 1 and 2 1 Mid 36 fr 2 Left Pleural collection system,Output (mL)-Y Chest Tube 1 and 2 1 Mid 36 fr 2 Left Pleural collection system,185,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Y Chest Tube 1 and 2 1 Right 24 fr 2 Left Pleural collection system,Output (mL)-Y Chest Tube 1 and 2 1 Right 24 fr 2 Left Pleural collection system,147,,
